SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
SIMPLEXINF,EQ,SIMPLEX INFRASTRUCTURES L,175.5,189.7,175.5,182.61,229587,42265228.75,20260408,182.60333333333327,182.6,182.60666666666663,182.60666666666663,182.6,0.0066666666666606,0.003650767573879,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0166666666666666,60,15596833.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
GOKUL,EQ,GOKUL REFOILS & SOLV LTD,39.5,40.5,39.2,39.91,33058,1318876.38,20260408,39.87,39.85,39.88999999999999,39.88999999999999,39.85,0.039999999999992,0.1002255073916112,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,1284090.705,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TRANSRAILL,EQ,TRANSRAIL LIGHTING LTD,530.0,540.0,521.4,531.5,740945,394900106.25,20260408,530.9666666666667,530.7,531.2333333333333,531.2333333333333,530.7,0.533333333333303,0.1003449357165198,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,281336627.0,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHREDIGCEM,EQ,SHREE DIGVIJAY CEM CO LTD,70.5,71.55,67.12,69.44,333916,23238660.3,20260408,69.37,69.33500000000001,69.405,69.405,69.33500000000001,0.0699999999999931,0.1008064516128934,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.25,60,12143229.135,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ECLERX,EQ,ECLERX SERVICES LTD,1565.0,1572.9,1511.4,1544.5,137383,212389362.9,20260408,1542.9333333333334,1542.15,1543.7166666666667,1543.7166666666667,1542.15,1.566666666666606,0.1014352001726517,Narrow,Bullish,Above CPR,Cash Only,Services,True,False,0.0833333333333333,60,327937145.5,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JLHL,EQ,JUPITER LIFE LINE HOSP L,1229.0,1229.0,1205.0,1218.9,24788,30193541.6,20260408,1217.6333333333334,1217.0,1218.2666666666669,1218.2666666666669,1217.0,1.2666666666668789,0.1039188339213125,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,24091973.450000003,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IIFL,EQ,IIFL FINANCE LIMITED,448.0,452.4,440.0,446.9,3820112,1700804020.8,20260408,446.4333333333333,446.2,446.6666666666667,446.6666666666667,446.2,0.466666666666697,0.1044230625792564,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.15,60,683963001.95,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RADAAN,EQ,RADAAN MEDIAWORKS (I) LTD,3.03,3.32,3.03,3.18,41641,134961.04,20260408,3.1766666666666663,3.175,3.178333333333333,3.178333333333333,3.175,0.0033333333333329,0.1048218029349989,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,89172.69,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BTML,EQ,BODHI TREE MULTIMEDIA LTD,6.39,6.5,6.1,6.31,506258,3202834.59,20260408,6.303333333333334,6.3,6.306666666666668,6.306666666666668,6.3,0.0066666666666677,0.1056524035921982,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,2266368.12,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RAJRATAN,EQ,RAJRATAN GLOBAL WIRE LTD,400.95,400.95,381.0,391.6,82540,32151164.5,20260408,391.1833333333334,390.975,391.3916666666668,391.3916666666668,390.975,0.4166666666667424,0.1064010895471763,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,40084074.125,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TATATECH,EQ,TATA TECHNOLOGIES LIMITED,566.0,566.0,554.9,561.35,741327,414382929.6,20260408,560.75,560.45,561.05,561.05,560.45,0.599999999999909,0.1068851874944168,Narrow,Bullish,Above CPR,Cash Only,Information Technology,True,False,0.1166666666666666,60,535084440.575,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
AFSL,EQ,ABANS FINANCIAL SRVCS LTD,202.4,202.4,201.01,202.03,12245,2467698.99,20260408,201.8133333333333,201.705,201.92166666666665,201.92166666666665,201.705,0.2166666666666401,0.1072447986272534,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0666666666666666,60,3914637.68,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PINELABS,EQ,PINE LABS LIMITED,165.55,187.89,161.52,174.99,17534492,3148738095.45,20260408,174.79999999999998,174.70499999999998,174.89499999999998,174.89499999999998,174.70499999999998,0.1899999999999977,0.1085776330075991,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.05,60,210129673.435,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OCCLLTD,EQ,OCCL LIMITED,92.5,93.0,90.36,91.83,50231,4618476.27,20260408,91.73,91.68,91.78,91.78,91.68,0.0999999999999943,0.108896874659691,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,5638305.995,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CARRARO,EQ,CARRARO INDIA LIMITED,490.0,495.0,480.1,488.35,53257,26005384.3,20260408,487.81666666666666,487.55,488.0833333333333,488.0833333333333,487.55,0.533333333333303,0.1092112897170683,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.05,60,30627787.875,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KANSAINER,EQ,KANSAI NEROLAC PAINTS LTD,188.0,190.16,185.53,188.16,499154,93769653.95,20260408,187.95,187.845,188.05500000000004,188.05500000000004,187.845,0.2100000000000363,0.1116071428571622,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,70859206.27000001,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RBZJEWEL,EQ,RBZ JEWELLERS LIMITED,140.0,140.1,135.89,138.23,149701,20688102.8,20260408,138.07333333333335,137.995,138.1516666666667,138.1516666666667,137.995,0.1566666666666947,0.1133376739251209,Narrow,Bullish,Above CPR,Cash Only,Consumer & Retail,True,False,0.0833333333333333,60,10159971.985,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WELENT,EQ,WELSPUN ENTERPRISES LTD.,447.0,456.0,438.25,447.9,456571,205076194.55,20260408,447.3833333333334,447.125,447.6416666666668,447.6416666666668,447.125,0.5166666666667652,0.115353129418791,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,47551652.425,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CIPLA,EQ,CIPLA LTD,1220.0,1223.0,1204.5,1215.9,2476674,3008582085.6,20260408,1214.4666666666667,1213.75,1215.1833333333334,1215.1833333333334,1213.75,1.433333333333394,0.1178825013021954,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.1666666666666666,60,2424940252.25,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
KMEW,EQ,KNOWLEDGE MARINE & EN W L,1750.0,1750.0,1702.8,1729.5,65704,113270728.5,20260408,1727.4333333333334,1726.4,1728.4666666666667,1728.4666666666667,1726.4,2.066666666666606,0.1194950371012781,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,172059859.7,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUNDRMFAST,EQ,SUNDRAM FASTENERS LTD,770.0,787.7,770.0,780.25,85463,66585055.55,20260408,779.3166666666666,778.85,779.7833333333332,779.7833333333332,778.85,0.9333333333331666,0.1196197799850261,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2666666666666666,60,46740439.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
IRIS,EQ,IRIS REGTECH SOLUTION LTD,248.87,251.83,242.14,247.43,16444,4054678.58,20260408,247.13333333333333,246.985,247.2816666666667,247.2816666666667,246.985,0.296666666666681,0.1198992307588736,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,6434920.475,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
TVSSRICHAK,EQ,TVS SRICHAKRA LIMITED,3555.1,3692.0,3555.0,3630.2,4560,16583241.0,20260408,3625.7333333333336,3623.5,3627.966666666667,3627.966666666667,3623.5,4.466666666667152,0.1230418893357708,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1166666666666666,60,14278870.95,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
RELAXO,EQ,RELAXO FOOT LTD.,280.0,284.88,274.33,280.13,232635,65137370.35,20260408,279.78000000000003,279.605,279.95500000000004,279.95500000000004,279.605,0.3500000000000227,0.124941991218371,Narrow,Bullish,Above CPR,Cash Only,Footwear,True,False,0.2,60,30254209.225,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JKPAPER,EQ,JK PAPER LIMITED,343.0,349.15,338.45,344.45,217973,74780677.9,20260408,344.01666666666665,343.79999999999995,344.2333333333333,344.2333333333333,343.79999999999995,0.4333333333333939,0.1258044225093319,Narrow,Bullish,Above CPR,Cash Only,Paper & Packaging,True,False,0.1833333333333333,60,72931704.67500001,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
WAAREEENER,EQ,WAAREE ENERGIES LIMITED,3150.0,3150.0,3088.2,3125.0,1759222,5492691036.2,20260408,3121.066666666667,3119.1,3123.033333333334,3123.033333333334,3119.1,3.933333333334304,0.1258666666666977,Narrow,Bullish,Above CPR,Cash Only,Capital Goods,True,False,0.1333333333333333,60,3837084703.4,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAILIFE,EQ,SAI LIFE SCIENCES LIMITED,970.0,984.2,959.2,973.55,409759,398646127.85,20260408,972.3166666666666,971.7,972.9333333333332,972.9333333333332,971.7,1.2333333333331211,0.1266841285330102,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.1166666666666666,60,452311808.225,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CAMLINFINE,EQ,CAMLIN FINE SCIENCES LTD,107.95,111.86,106.5,109.39,1676168,183908417.13,20260408,109.25,109.18,109.32,109.32,109.18,0.1399999999999863,0.127982448121388,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,64700112.485,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
NARMADA,EQ,NARMADA AGROBASE LIMITED,32.9,33.8,32.75,33.34,243584,8092877.29,20260408,33.29666666666667,33.275,33.318333333333335,33.318333333333335,33.275,0.0433333333333365,0.1299740051989698,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.2105263157894736,57,5170871.79,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CEINSYS,EQ,CEINSYS TECH LIMITED,1068.8,1111.0,1033.2,1074.2,134046,144271345.7,20260408,1072.8,1072.1,1073.5,1073.5,1072.1,1.400000000000091,0.1303295475702933,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0967741935483871,31,56867876.5,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHADOWFAX,EQ,SHADOWFAX TECHNOLOGIES L,122.5,126.8,121.27,124.28,3403338,423645756.8,20260408,124.11666666666667,124.035,124.19833333333337,124.19833333333337,124.035,0.1633333333333553,0.1314236669885382,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0851063829787234,47,159114762.27,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SHAH,EQ,SHAH METACORP LIMITED,5.0,5.0,4.9,4.96,1649451,8193613.77,20260408,4.953333333333333,4.95,4.956666666666666,4.956666666666666,4.95,0.0066666666666659,0.1344086021505228,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,8688091.46,Lower,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
BUILDPRO,EQ,SHANKARA BUILDPRO LIMITED,1094.0,1139.8,1077.85,1111.1,64693,71185337.05,20260408,1109.5833333333333,1108.8249999999998,1110.3416666666667,1110.3416666666667,1108.8249999999998,1.5166666666668789,0.1365013650136692,Narrow,Bullish,Above CPR,Cash Only,Real Estate & Infra,True,False,0.0625,48,38032643.625,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
OBEROIRLTY,EQ,OBEROI REALTY LIMITED,1633.0,1657.8,1607.1,1635.8,882020,1445521498.8,20260408,1633.5666666666666,1632.4499999999998,1634.6833333333334,1634.6833333333334,1632.4499999999998,2.233333333333576,0.136528507967574,Narrow,Bullish,Above CPR,Cash Only,Realty,True,False,0.1833333333333333,60,785029358.95,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VOLTAS,EQ,VOLTAS LTD,1250.0,1278.0,1246.4,1264.8,1548576,1962153377.7,20260408,1263.0666666666666,1262.2,1263.9333333333332,1263.9333333333332,1262.2,1.7333333333331211,0.1370440649377863,Narrow,Bullish,Above CPR,Cash Only,Consumer Durables,True,False,0.1666666666666666,60,1155600883.1,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
CELEBRITY,EQ,CELEBRITY FASHIONS LTD,7.3,7.49,7.06,7.29,20652,151149.8,20260408,7.28,7.275,7.285,7.285,7.275,0.0099999999999997,0.1371742112482824,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1,60,268347.09,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
INDOTHAI,EQ,INDO THAI SEC LTD,300.0,300.0,279.2,290.2,1179486,342566231.8,20260408,289.8,289.6,290.0,290.0,289.6,0.3999999999999772,0.1378359751895166,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.15,60,145903746.15,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PFIZER,EQ,PFIZER LTD,4845.0,4866.4,4785.0,4835.7,15557,75271263.7,20260408,4829.033333333333,4825.7,4832.366666666666,4832.366666666666,4825.7,6.66666666666606,0.1378635288927365,Narrow,Bullish,Above CPR,Cash Only,Healthcare,True,False,0.15,60,57320166.0,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
JMFINANCIL,EQ,JM FINANCIAL LIMITED,124.61,133.15,124.11,128.9,5210257,663265838.43,20260408,128.72,128.63,128.81,128.81,128.63,0.1800000000000068,0.1396431342125731,Narrow,Bullish,Above CPR,Cash Only,Financial Services,True,False,0.0833333333333333,60,357145663.81,Higher,True,Long,True,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FINPIPE,EQ,FINOLEX INDUSTRIES LTD,166.0,166.0,161.12,163.91,648688,106127219.87,20260408,163.67666666666665,163.56,163.7933333333333,163.7933333333333,163.56,0.2333333333332916,0.1423545441603878,Narrow,Bullish,Above CPR,Cash Only,Building Materials & Pipes,True,False,0.15,60,77874677.41499999,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
ECOSMOBLTY,EQ,ECOS (INDIA) MOB & HOSP L,130.0,132.8,128.5,130.93,393717,51469723.12,20260408,130.74333333333334,130.65,130.83666666666667,130.83666666666667,130.65,0.1866666666666674,0.1425698210239574,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.0833333333333333,60,48995724.86,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
EIFFL,EQ,EURO (I) FRESH FOODS LTD,244.9,244.9,235.51,240.72,9581,2297084.14,20260408,240.3766666666667,240.205,240.54833333333332,240.54833333333332,240.205,0.3433333333333621,0.1426276725379537,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,6946530.859999999,Overlapping,True,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
DOLATALGO,EQ,DOLAT ALGOTECH LIMITED,75.7,75.7,73.0,74.51,208419,15482591.43,20260408,74.40333333333332,74.35,74.45666666666665,74.45666666666665,74.35,0.1066666666666549,0.1431575180065158,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,14824648.4,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
FRACTAL,EQ,FRACTAL ANALYTICS LIMITED,811.0,824.0,801.1,814.3,370613,300611510.7,20260408,813.1333333333332,812.55,813.7166666666665,813.7166666666665,812.55,1.166666666666515,0.143272340251322,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1176470588235294,34,393887150.475,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SAGARDEEP,EQ,SAGARDEEP ALLOYS LIMITED,23.4,23.51,22.61,23.11,4092,95079.28,20260408,23.076666666666668,23.06,23.093333333333334,23.093333333333334,23.06,0.0333333333333314,0.1442377037357483,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1333333333333333,60,181417.975,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
SUPRAJIT,EQ,SUPRAJIT ENGINEERING LTD,425.35,432.3,420.6,427.4,73007,31208560.75,20260408,426.7666666666667,426.4500000000001,427.08333333333337,427.08333333333337,426.4500000000001,0.6333333333333258,0.1481828107939461,Narrow,Bullish,Above CPR,Cash Only,Diversified,True,False,0.1666666666666666,60,31448139.4,Higher,True,Long,False,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
